Age,0,1,2,3,4,5
43,0.0005333058731135947,0.0005866364604249543,0.0006453001064674498,0.0007098301171141948,0.0007808131288256143,0.0008588944417081758
44,0.0005611429663144072,0.000617257262945848,0.0006789829892404329,0.0007468812881644762,0.0008215694169809239,0.0009037263586790164
45,0.0005912642829769909,0.00065039071127469,0.0007154297824021591,0.0007869727606423751,0.0008656700367066127,0.0009522370403772741
46,0.0006238834757334444,0.0006862718233067889,0.0007548990056374678,0.0008303889062012146,0.0009134277968213361,0.00100477057650347
47,0.0006592372537298736,0.000725160979102861,0.0007976770770131472,0.0008774447847144619,0.0009651892631859082,0.001061708189504499
48,0.0006975881230237241,0.0007673469353260965,0.0008440816288587063,0.000928489791744577,0.001021338770919035,0.001123472648010938
49,0.0007392274821309431,0.0008131502303440375,0.0008944652533784413,0.0009839117787162855,0.001082302956587914,0.001190533252246706
50,0.0007844791222255886,0.0008629270344481476,0.0009492197378929624,0.001044141711682259,0.001148555882850485,0.001263411471135533
51,0.0008337031888533204,0.0009170735077386526,0.001008780858512518,0.00110965894436377,0.001220624838800147,0.001342687322680162
52,0.0008873006705383532,0.0009760307375921886,0.001073633811351408,0.001180997192486548,0.001299096911735203,0.001429006602908724
53,0.0009457184895330499,0.001040290338486355,0.001144319372334991,0.00125875130956849,0.001384626440525339,0.001523089084577873
54,0.001009455281406362,0.001110400809546999,0.001221440890501699,0.001343584979551869,0.001477943477507056,0.001625737825257762
55,0.00107906796345734,0.001186974759803075,0.001305672235783382,0.00143623945936172,0.001579863405297893,0.001737849745827682
56,0.001155179207384984,0.001270697128123482,0.00139776684093583,0.001537543525029414,0.001691297877532355,0.001860427665285591
57,0.00123848594961408,0.001362334544575489,0.001498567999033038,0.001648424798936341,0.001813267278829976,0.001994594006712974
58,0.001329769093601377,0.001462746002961515,0.001609020603257667,0.001769922663583434,0.001946914929941777,0.002141606422935955
59,0.001429904582839669,0.001572895041123636,0.001730184545236,0.0019032029997596,0.00209352329973556,0.002302875629709116
60,0.001539876051743219,0.001693863656917541,0.001863250022609295,0.002049575024870224,0.002254532527357247,0.002479985780092972
61,0.00166078929485154,0.001826868224336694,0.002009555046770363,0.0022105105514474,0.00243156160659214,0.002674717767251354
62,0.001793888833675047,0.001973277717042552,0.002170605488746808,0.002387666037621488,0.002626432641383637,0.002889075905522001
63,0.001940576906029566,0.002134634596632523,0.002348098056295775,0.002582907861925353,0.002841198648117888,0.003125318512929678
64,0.002102435256054419,0.002312678781659861,0.002543946659825847,0.002798341325808432,0.003078175458389276,0.003385993004228204
65,0.002281250165694602,0.002509375182264062,0.002760312700490468,0.003036343970539515,0.003339978367593467,0.003673976204352814
66,0.002479041241928696,0.002726945366121566,0.002999639902733722,0.003299603893007094,0.003629564282307804,0.003992520710538585
67,0.002698094560439211,0.002967904016483132,0.003264694418131445,0.00359116385994459,0.003950280245939049,0.004345308270532955
68,0.002941000868128997,0.003235100954941897,0.003558611050436087,0.003914472155479696,0.004305919371027666,0.004736511308130433
69,0.003210699666725728,0.003531769633398301,0.003884946596738132,0.004273441256411946,0.004700785382053141,0.005170863920258455
70,0.003510530141071987,0.003861583155179186,0.004247741470697105,0.004672515617766815,0.005139767179543497,0.005653743897497847
71,0.003844290062620606,0.004228719068882667,0.004651590975770933,0.005116750073348027,0.00562842508068283,0.006191267588751114
72,0.004216303995988054,0.004637934395586859,0.005101727835145545,0.0056119006186601,0.00617309068052611,0.006790399748578721
73,0.004631502369963116,0.005094652606959428,0.005604117867655371,0.006164529654420908,0.006780982619863,0.007459080881849301
74,0.005095513251082814,0.005605064576191096,0.006165571033810205,0.006782128137191226,0.00746034095091035,0.008206375046001385
75,0.00561476898612035,0.006176245884732386,0.006793870473205625,0.007473257520526189,0.008220583272578809,0.00904264159983669
76,0.006196630269622466,0.006816293296584713,0.007497922626243185,0.008247714888867504,0.009072486377754254,0.00997973501552968
77,0.006849530656051229,0.007534483721656353,0.008287932093821988,0.009116725303204188,0.01002839783352461,0.01103123761687707
78,0.0075831450876836,0.008341459596451961,0.009175605556097158,0.01009316611170687,0.01110248272287756,0.01221273099516532
79,0.008408586666725113,0.009249445333397626,0.01017438986673739,0.01119182885341113,0.01231101173875224,0.01354211291262747
80,0.009338636684281934,0.01027250035271013,0.01129975038798114,0.01242972542677926,0.01367269796945719,0.01503996776640291
81,0.01038801385549308,0.01142681524104239,0.01256949676514663,0.01382644644166129,0.01520909108582742,0.01673000019441017
82,0.01157368983020542,0.01273105881322597,0.01400416469454857,0.01540458116400342,0.01694503928040377,0.01863954320844415
83,0.01291525938959877,0.01420678532855865,0.01562746386141452,0.01719021024755597,0.01890923127231157,0.02080015439954273
84,0.01443537534660213,0.01587891288126235,0.01746680416938859,0.01921348458632744,0.02113483304496019,0.02324831634945621
85,0.01616026009703804,0.01777628610674184,0.01955391471741603,0.02150930618915763,0.0236602368080734,0.02602626048888074
86,0.01812030808631169,0.01993233889494286,0.02192557278443714,0.02411813006288086,0.02652994306916895,0.02918293737608585
87,0.02035079624486606,0.02238587586935267,0.02462446345628793,0.02708690980191673,0.0297956007821084,0.03277516086031924
88,0.02289272280409473,0.0251819950845042,0.02770019459295462,0.03047021405225009,0.0335172354574751,0.03686895900322261
89,0.02579379895447039,0.02837317884991743,0.03121049673490918,0.0343315464084001,0.03776470104924012,0.04154117115416413
90,0.0291096226976437,0.03202058496740807,0.03522264346414888,0.03874490781056377,0.04261939859162015,0.04688133845078217
91,0.03290507015568574,0.03619557717125432,0.03981513488837975,0.04379664837721773,0.04817631321493951,0.05299394453643346
92,0.03725594675567852,0.04098154143124638,0.04507969557437102,0.04958766513180812,0.05454643164498894,0.06000107480948783
93,0.04225094937882418,0.0464760443167066,0.05112364874837726,0.05623601362321499,0.0618596149855365,0.06804557648409015
94,0.04799400108452031,0.05279340119297234,0.05807274131226958,0.06388001544349654,0.07026801698784621,0.07729481868663084
95,0.05460703280218726,0.06006773608240599,0.0660745096906466,0.07268196065971126,0.0799501567256824,0.08794517239825064
96,0.06223330193255692,0.06845663212581261,0.07530229533839389,0.08283252487223328,0.09111577735945661,0.1002273550954023
97,0.07104135673834143,0.07814549241217558,0.08596004165339315,0.09455604581873246,0.1040116504006057,0.1144128154406663
98,0.08122977849975568,0.08935275634973126,0.0982880319847044,0.1081168351831748,0.1189285187014923,0.1308213705716416
99,0.09303286161187924,0.1023361477730672,0.1125697625503739,0.1238267388054113,0.1362094126859524,0.1498303539545477
100,0.1067274262812674,0.1174001689093942,0.1291401858003336,0.142054204380367,0.1562596248184037,0.1718855873002441
101,0.1226410006907388,0.1349051007598127,0.1483956108357939,0.1632351719193733,0.1795586891113107,0.1975145580224417
102,0.1411616612443195,0.1552778273687514,0.1708056101056266,0.1878861711161893,0.2066747882278082,0.227342267050589
103,0.1627498830132505,0.1790248713145755,0.1969273584460331,0.2166200942906364,0.2382821037197001,0.2621103140916701
104,0.1879528305562259,0.2067481136118486,0.2274229249730334,0.2501652174703368,0.2751817392173705,0.3026999131391076
105,0.2174216153384464,0.2391637768722911,0.2630801545595202,0.2893881700154723,0.3183269870170196,0.3501596857187215
106,0.2519321643307321,0.2771253807638053,0.3048379188401859,0.3353217107242045,0.3688538817966249,0.4057392699762875
107,0.2924104904045808,0.3216515394450389,0.3538166933895428,0.3891983627284971,0.4281181990013468,0.4709300189014816
108,0.3399633355628309,0.373959669119114,0.4113556360310255,0.4524911996341281,0.4977403195975409,0.5475143515572951
109,0.3959153812539035,0.4355069193792939,0.4790576113172234,0.5269633724489458,0.5796597096938404,0.6376256806632244
110,0.4618544965251583,0.5080399461776742,0.5588439407954418,0.614728334874986,0.6762011683624847,0.7438212851987333
111,0.5396868377647932,0.5936555215412725,0.6530210736953999,0.7183231810649399,0.7901554991714339,0.8691710490885773
112,0.6317040398225142,0.6948744438047657,0.7643618881852423,0.8407980770037666,0.9248778847041433,1
113,0.7406652682100285,0.8147317950310314,0.8962049745341346,0.9858254719875481,1,1
114,0.8698975620835765,0.9568873182919342,1,1,1,1
115,1,1,1,1,1,1
116,1,1,1,1,1,1
117,1,1,1,1,1,1
118,1,1,1,1,1,1
119,1,1,1,1,1,1
120,1,1,1,1,1,1
