spec_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth,premium_pp,av_pp_init,accum_prem_init_pp
D,40,M,18,137.6,438332,0,395121,0,0
C,33,F,12,36.2,448842,0,402185,0,0
A,29,F,11,960.2,610600,0,526444,0,0
B,23,M,15,763.2,617242,0,586745,0,0
B,42,M,18,349.1,423170,0,349805,0,0
B,37,F,8,851.6,309507,0,241029,0,0
A,69,M,17,138.1,491128,0,428677,0,0
B,31,M,18,698.3,464803,0,371209,0,0
D,19,M,8,499.1,632856,0,588263,0,0
C,45,F,7,844.5,373609,0,327804,0,0
D,36,M,15,474.4,329554,0,276502,0,0
B,40,M,15,163.3,387013,0,328115,0,0
A,59,F,10,9.3,668816,0,576171,0,0
B,44,M,10,133.9,669666,0,633369,0,0
C,64,F,17,857.2,494491,0,423669,0,0
C,21,F,6,829.1,582179,0,522371,0,0
D,37,M,10,214.8,560458,0,532929,0,0
C,34,F,19,544.3,625596,0,603198,0,0
B,51,F,8,680.1,691560,0,658856,0,0
A,61,F,10,894.2,321723,0,293406,0,0
A,33,F,8,725.7,511234,0,432252,0,0
B,34,M,16,204.7,303589,0,245537,0,0
C,59,M,8,303.5,661846,0,636741,0,0
A,36,F,8,483.8,363378,0,291681,0,0
D,41,F,15,275.5,498620,0,486005,0,0
C,66,F,14,912.2,673122,0,620920,0,0
C,61,F,8,130.4,346775,0,266916,0,0
D,35,F,8,664.0,365847,0,267927,0,0
D,69,F,10,617.1,327029,0,232722,0,0
C,60,M,16,383.8,369803,0,333575,0,0
D,19,F,6,984.4,622212,0,584501,0,0
B,68,F,5,503.5,689498,0,665732,0,0
B,28,M,13,970.0,464016,0,393852,0,0
B,42,F,9,169.4,501993,0,473272,0,0
C,52,F,14,991.6,579000,0,522260,0,0
C,57,M,15,867.2,453853,0,389987,0,0
A,34,F,6,560.9,354809,0,321848,0,0
D,43,F,6,662.6,634254,0,599408,0,0
A,36,M,18,547.8,320216,0,304609,0,0
D,43,F,19,232.5,432361,0,389322,0,0
D,37,M,12,412.0,349603,0,261609,0,0
B,62,M,19,495.5,532277,0,490492,0,0
A,29,M,6,419.8,628683,0,606473,0,0
A,48,M,14,664.7,527079,0,502626,0,0
A,33,M,18,332.3,649907,0,626541,0,0
C,66,F,6,733.9,617391,0,572910,0,0
B,61,F,9,5.0,519916,0,500142,0,0
C,38,M,19,988.7,343404,0,287877,0,0
B,45,F,16,557.7,677740,0,582151,0,0
B,61,F,11,332.4,312839,0,266082,0,0
A,18,F,19,200.4,419431,0,331094,0,0
B,48,M,10,57.3,599330,0,523489,0,0
D,62,F,9,952.6,629467,0,561916,0,0
D,67,M,15,777.0,591054,0,573212,0,0
D,49,M,9,54.2,310648,0,224725,0,0
C,59,F,13,753.5,426012,0,381402,0,0
C,19,F,11,582.9,315280,0,286529,0,0
B,42,M,6,649.6,647476,0,630314,0,0
A,68,F,15,74.8,361916,0,335066,0,0
A,61,F,20,500.8,598706,0,562210,0,0
C,29,F,19,279.0,447772,0,370910,0,0
D,30,F,14,244.4,589597,0,531098,0,0
C,34,F,20,442.0,580415,0,513381,0,0
C,28,M,17,589.1,549840,0,522983,0,0
B,52,M,18,816.9,357646,0,282835,0,0
B,69,M,9,772.9,647728,0,552867,0,0
A,59,F,11,920.1,417523,0,357485,0,0
D,53,M,5,55.1,602553,0,523412,0,0
A,25,F,19,955.8,576022,0,510200,0,0
B,60,M,15,618.2,529003,0,435394,0,0
A,68,F,13,73.5,386915,0,304351,0,0
A,26,M,11,202.8,340512,0,324409,0,0
C,26,M,20,658.4,406982,0,390006,0,0
B,47,M,16,916.1,356832,0,298171,0,0
D,19,M,10,548.9,364147,0,345885,0,0
B,23,M,18,674.9,337877,0,251361,0,0
C,34,M,5,62.1,655851,0,585424,0,0
D,36,M,14,513.2,395414,0,343360,0,0
C,41,F,14,966.8,451997,0,432112,0,0
A,40,F,13,446.9,391812,0,305559,0,0
D,66,F,20,840.1,629945,0,608582,0,0
A,47,M,13,670.7,351143,0,298270,0,0
D,43,F,19,254.8,644516,0,574149,0,0
A,39,F,13,540.2,692020,0,599786,0,0
A,36,M,12,712.6,680276,0,648609,0,0
C,27,F,11,419.7,370190,0,302563,0,0
D,37,F,12,125.8,461436,0,374468,0,0
C,42,M,18,672.4,554586,0,508974,0,0
C,34,M,10,867.9,644788,0,578138,0,0
A,60,M,17,695.3,576357,0,523494,0,0
D,58,M,16,391.9,613887,0,584666,0,0
B,29,F,20,272.9,306510,0,277051,0,0
D,50,M,19,794.5,588953,0,525798,0,0
B,25,M,10,223.5,682763,0,625401,0,0
D,29,M,14,753.3,400172,0,384247,0,0
A,30,F,7,454.3,408053,0,361415,0,0
C,63,M,6,383.9,412629,0,320163,0,0
B,20,F,12,618.2,670640,0,655737,0,0
A,69,F,19,10.8,408027,0,343769,0,0
D,42,F,9,397.7,683045,0,670948,0,0
C,66,F,20,233.8,407729,0,364536,0,0
B,48,M,18,30.6,480860,0,422633,0,0
B,64,F,6,325.3,345580,0,271427,0,0
B,65,M,11,756.0,631700,0,551439,0,0
C,19,M,12,178.7,396017,0,346611,0,0
C,35,M,6,873.3,533823,0,485165,0,0
C,29,M,8,260.5,429678,0,347864,0,0
D,63,F,19,193.7,410999,0,333998,0,0
B,51,M,10,35.4,508853,0,453747,0,0
B,34,M,17,933.9,544390,0,498025,0,0
B,62,M,17,938.9,311657,0,282556,0,0
C,46,M,8,246.8,588794,0,571661,0,0
C,53,F,9,694.9,660545,0,617108,0,0
A,20,F,20,324.0,433872,0,383506,0,0
B,54,F,12,797.6,447784,0,410814,0,0
B,20,F,20,541.6,660863,0,639083,0,0
A,24,F,18,260.8,660633,0,635999,0,0
C,26,F,15,267.3,457260,0,419962,0,0
D,37,M,18,850.7,364707,0,291481,0,0
C,20,F,18,155.0,543497,0,471176,0,0
D,23,F,8,912.0,615426,0,560904,0,0
B,67,M,9,630.7,698775,0,669061,0,0
A,67,F,9,136.9,330529,0,278060,0,0
A,22,F,16,607.2,302253,0,267280,0,0
D,38,M,7,787.0,664428,0,618595,0,0
B,34,M,7,961.7,573048,0,492968,0,0
B,62,F,11,775.3,572872,0,560932,0,0
A,27,F,13,364.7,572358,0,479754,0,0
A,66,F,5,747.3,659420,0,646582,0,0
B,57,F,16,298.1,501147,0,488602,0,0
C,58,M,15,755.9,611313,0,596441,0,0
B,27,F,6,26.7,572734,0,488848,0,0
B,24,M,12,929.0,564280,0,504254,0,0
C,53,F,5,205.3,388584,0,338271,0,0
D,45,M,16,183.2,458655,0,412059,0,0
C,49,M,18,549.8,459116,0,436312,0,0
A,47,M,5,504.5,330854,0,281386,0,0
B,33,M,17,418.0,429048,0,386741,0,0
A,21,F,19,762.3,635982,0,556146,0,0
B,65,F,16,599.3,417716,0,396105,0,0
B,18,F,20,268.0,327186,0,244487,0,0
D,22,M,16,461.6,682395,0,655947,0,0
D,30,M,6,694.1,336915,0,286721,0,0
B,47,M,20,760.6,468550,0,401563,0,0
A,35,F,15,977.4,329341,0,287089,0,0
D,46,M,6,997.6,491960,0,424587,0,0
B,27,M,11,72.4,401842,0,387826,0,0
B,42,M,11,818.3,473527,0,434379,0,0
B,39,F,14,735.6,576887,0,551575,0,0
D,63,F,7,8.0,422938,0,351399,0,0
C,65,M,15,365.0,419772,0,383772,0,0
A,66,M,11,317.0,490479,0,476906,0,0
B,58,F,19,277.4,467439,0,428595,0,0
B,19,F,20,610.4,421192,0,381740,0,0
D,61,M,13,121.8,555600,0,496834,0,0
C,40,F,5,927.7,319440,0,270371,0,0
B,58,F,5,790.3,598555,0,514601,0,0
A,29,F,5,957.6,396231,0,359926,0,0
C,28,F,6,19.4,313993,0,291465,0,0
B,49,M,6,536.1,341188,0,329105,0,0
B,19,M,6,655.2,693457,0,672240,0,0
B,18,F,14,675.5,657169,0,630593,0,0
D,54,F,14,522.6,359348,0,277115,0,0
D,18,F,17,822.9,395123,0,367676,0,0
A,48,M,12,557.6,412725,0,345636,0,0
A,54,F,9,948.6,390846,0,292312,0,0
C,28,M,20,305.3,636798,0,626142,0,0
D,51,F,7,844.8,321092,0,251870,0,0
C,21,F,6,384.7,330138,0,237814,0,0
C,20,M,7,357.6,681405,0,618056,0,0
C,24,F,18,46.7,633793,0,583939,0,0
C,26,F,8,536.8,336368,0,250407,0,0
D,55,F,14,924.1,481766,0,395215,0,0
C,52,M,11,509.0,627692,0,563101,0,0
B,64,F,6,681.4,631620,0,542486,0,0
D,25,F,16,530.6,492311,0,395608,0,0
B,36,M,18,842.0,637762,0,597087,0,0
A,54,M,15,505.5,479150,0,418740,0,0
B,28,M,12,950.7,623902,0,609369,0,0
B,62,M,16,563.4,576957,0,486574,0,0
A,40,F,15,857.4,426616,0,399966,0,0
A,45,M,11,707.8,563862,0,496645,0,0
A,26,F,16,391.6,431330,0,419945,0,0
D,30,F,5,205.1,661324,0,645805,0,0
C,22,F,7,854.4,611982,0,590828,0,0
A,57,M,16,429.1,371323,0,282438,0,0
A,26,F,10,186.9,376066,0,277363,0,0
D,48,M,12,946.2,441321,0,402482,0,0
A,18,M,17,541.9,424695,0,364247,0,0
C,47,F,17,595.3,393168,0,370851,0,0
B,67,F,8,446.6,425783,0,378075,0,0
C,23,F,19,923.2,629136,0,551558,0,0
C,46,F,19,97.8,470554,0,440417,0,0
D,37,F,7,99.8,581953,0,525174,0,0
C,42,F,16,1.4,547388,0,507815,0,0
A,46,M,5,252.8,584039,0,490682,0,0
D,22,F,8,814.8,676234,0,581708,0,0
B,19,F,5,22.6,686404,0,607936,0,0
C,59,F,8,828.1,452739,0,416836,0,0
D,51,F,11,292.1,599676,0,527383,0,0
B,43,M,11,618.8,418212,0,340596,0,0
D,34,M,5,721.6,643222,0,554962,0,0
A,37,F,13,926.7,679289,0,583711,0,0
B,65,M,14,930.5,366289,0,323969,0,0
A,19,F,11,218.7,693628,0,624579,0,0
C,30,F,9,212.6,332207,0,292010,0,0
B,26,M,20,786.5,512649,0,492252,0,0
D,45,F,9,894.7,687059,0,628128,0,0
A,61,M,13,226.7,481899,0,450993,0,0
D,28,F,12,166.4,464683,0,378469,0,0
C,32,F,16,289.6,505970,0,439864,0,0
C,30,M,10,313.5,597058,0,503779,0,0
C,40,M,12,835.0,468927,0,454308,0,0
B,53,F,8,439.9,666060,0,607796,0,0
D,30,F,17,766.9,625698,0,606437,0,0
D,45,M,15,446.0,524021,0,499377,0,0
A,31,M,13,749.4,383210,0,354690,0,0
B,51,M,10,343.3,588225,0,543280,0,0
A,65,M,13,110.2,403077,0,345810,0,0
D,43,M,20,973.2,440937,0,361838,0,0
A,51,F,19,704.6,581281,0,568793,0,0
A,24,F,15,893.2,575531,0,560562,0,0
D,49,F,14,593.0,645378,0,617136,0,0
D,26,M,10,527.3,672586,0,616832,0,0
D,38,F,11,548.8,579460,0,540468,0,0
B,49,M,19,303.8,345660,0,311467,0,0
B,25,M,8,623.5,402512,0,370788,0,0
A,42,M,19,717.6,533802,0,476472,0,0
D,58,M,8,880.1,556329,0,544454,0,0
C,26,F,6,519.0,685860,0,604101,0,0
C,53,F,18,371.8,683071,0,663450,0,0
C,33,M,10,890.6,428878,0,329286,0,0
B,38,M,19,760.7,540001,0,507201,0,0
C,30,M,18,824.4,636413,0,549025,0,0
B,46,F,14,74.1,532144,0,458808,0,0
D,55,M,8,548.6,604641,0,564325,0,0
D,55,M,19,524.8,330278,0,241113,0,0
B,66,M,11,103.5,603736,0,570183,0,0
A,55,M,15,1.7,662257,0,594185,0,0
C,42,M,16,884.3,315212,0,226788,0,0
C,47,M,13,645.7,558463,0,533316,0,0
B,49,M,7,366.9,514997,0,435617,0,0
D,41,M,5,433.1,500918,0,426562,0,0
B,21,M,8,480.8,485179,0,411062,0,0
D,45,F,15,95.1,454150,0,360801,0,0
A,38,M,19,18.8,558627,0,502492,0,0
B,63,F,5,475.5,614757,0,514868,0,0
B,40,M,18,791.4,458936,0,379002,0,0
D,31,M,9,606.0,596340,0,528285,0,0
D,70,M,7,145.3,687789,0,625702,0,0
C,52,F,5,310.4,675048,0,616982,0,0
D,58,M,15,211.5,608838,0,560643,0,0
A,70,F,11,14.6,395443,0,355697,0,0
C,40,M,14,166.2,471061,0,380482,0,0
C,68,F,5,523.0,392234,0,305287,0,0
C,61,F,10,567.5,616945,0,606093,0,0
D,25,F,5,546.5,307606,0,258449,0,0
C,25,M,8,353.5,366399,0,352569,0,0
B,57,F,14,184.0,580447,0,531928,0,0
C,46,F,16,957.7,598740,0,562190,0,0
B,45,F,18,825.5,308569,0,223677,0,0
A,38,F,7,672.1,446991,0,421242,0,0
A,53,M,11,897.1,593121,0,565508,0,0
A,30,F,10,174.4,651188,0,608079,0,0
A,47,F,20,286.3,444033,0,351226,0,0
A,21,M,13,637.6,507864,0,443468,0,0
D,65,M,10,428.1,446576,0,375346,0,0
D,22,F,14,965.9,379047,0,366870,0,0
B,43,F,14,651.5,302621,0,202817,0,0
C,31,F,8,956.4,343003,0,275057,0,0
C,30,F,19,840.9,606117,0,563518,0,0
B,54,F,15,410.5,455559,0,391198,0,0
A,51,F,14,642.4,637194,0,603884,0,0
B,40,M,9,565.7,385934,0,310752,0,0
B,21,M,7,1.3,578326,0,557947,0,0
B,22,F,12,595.3,329812,0,230902,0,0
D,57,M,17,117.9,433629,0,352755,0,0
D,63,M,9,72.4,521762,0,488591,0,0
D,45,M,17,311.7,367488,0,279870,0,0
B,57,M,5,22.5,491987,0,395645,0,0
D,52,M,5,399.1,444839,0,356859,0,0
D,20,F,10,116.6,477069,0,457240,0,0
D,19,F,16,306.4,612822,0,527878,0,0
A,44,F,16,563.4,467436,0,419114,0,0
D,34,M,11,16.3,453479,0,394983,0,0
B,25,F,13,901.3,563541,0,506002,0,0
A,18,M,7,587.3,384954,0,290483,0,0
B,20,F,8,560.9,388392,0,326640,0,0
B,59,M,6,474.2,569328,0,483523,0,0
C,48,F,6,672.8,595504,0,497554,0,0
C,30,M,17,879.0,638079,0,549906,0,0
B,55,M,15,468.5,419485,0,342969,0,0
A,27,M,8,182.7,379258,0,349489,0,0
A,29,M,7,262.1,350427,0,266860,0,0
B,58,M,10,535.3,618759,0,591773,0,0
B,54,M,6,82.1,380431,0,333731,0,0
C,61,F,5,482.1,351728,0,299229,0,0
B,67,M,16,831.8,611655,0,598562,0,0
C,58,M,10,2.8,686043,0,658881,0,0
C,61,M,11,384.4,427963,0,361591,0,0
A,52,M,12,497.6,425274,0,372491,0,0
C,56,F,5,482.2,389143,0,370063,0,0
D,56,F,6,19.7,536215,0,461510,0,0
C,57,M,11,545.6,415355,0,348517,0,0
D,65,M,20,435.3,602254,0,558506,0,0
A,45,M,9,907.5,369587,0,357855,0,0
A,25,F,8,84.0,628616,0,561690,0,0
C,41,F,5,586.7,517554,0,453183,0,0
C,44,F,15,837.0,505660,0,473409,0,0
B,52,F,20,314.1,683502,0,643269,0,0
D,34,M,20,214.8,560540,0,483845,0,0
B,59,F,9,671.3,387253,0,291330,0,0
C,66,F,18,991.5,573167,0,558561,0,0
A,41,M,13,817.4,419167,0,325644,0,0
A,34,M,13,575.3,416216,0,391328,0,0
B,68,M,15,604.6,601025,0,558256,0,0
C,48,F,17,639.1,494277,0,409700,0,0
C,47,M,11,785.6,406168,0,393167,0,0
D,43,M,5,114.6,308147,0,293782,0,0
C,36,M,18,601.4,454113,0,357581,0,0
A,46,M,17,484.4,384560,0,317852,0,0
A,64,M,18,108.0,443999,0,348053,0,0
C,66,F,9,828.7,515245,0,425202,0,0
C,24,F,16,241.8,460346,0,401013,0,0
D,22,F,15,498.6,520486,0,474754,0,0
B,59,M,17,575.9,450586,0,396109,0,0
D,48,F,10,715.6,677351,0,656501,0,0
A,56,M,14,246.6,696044,0,635940,0,0
B,19,F,13,570.3,573806,0,484072,0,0
C,23,M,18,899.7,647615,0,611662,0,0
B,51,M,11,649.5,672891,0,657679,0,0
B,39,M,18,448.5,438577,0,358781,0,0
D,37,F,11,258.3,511878,0,425306,0,0
B,37,F,5,833.9,601397,0,524382,0,0
D,63,M,9,717.2,358437,0,297427,0,0
C,55,F,8,675.9,640355,0,570824,0,0
D,21,M,5,354.3,330298,0,253829,0,0
B,49,M,15,168.6,341012,0,246364,0,0
C,60,M,12,148.7,538111,0,462252,0,0
C,18,M,16,615.4,699015,0,649006,0,0
D,61,M,20,714.1,567306,0,501986,0,0
C,54,M,9,996.0,336158,0,259639,0,0
B,61,M,16,509.6,627485,0,575630,0,0
C,20,F,18,801.6,395503,0,316963,0,0
B,26,M,5,786.9,472206,0,414863,0,0
D,67,M,12,817.9,338603,0,306838,0,0
D,48,F,17,88.4,458471,0,398146,0,0
D,27,F,7,950.1,644787,0,564690,0,0
C,20,M,8,765.0,582749,0,571387,0,0
D,36,M,5,461.1,698284,0,687363,0,0
B,27,F,12,494.6,407921,0,390606,0,0
D,27,F,19,982.9,365509,0,341488,0,0
B,43,F,11,914.3,589474,0,566014,0,0
B,66,F,19,492.0,382951,0,283569,0,0
D,38,M,13,490.8,690065,0,635948,0,0
B,35,F,8,236.7,412680,0,352660,0,0
A,65,M,10,758.5,537759,0,505789,0,0
D,59,F,10,359.8,598222,0,550675,0,0
C,21,F,9,190.5,605564,0,546638,0,0
C,31,M,9,657.3,508341,0,465635,0,0
B,28,M,14,664.3,542986,0,466062,0,0
C,26,F,13,229.0,532443,0,508387,0,0
D,46,F,15,602.3,667220,0,597478,0,0
C,18,F,14,196.9,380513,0,315877,0,0
C,38,F,17,306.5,632199,0,618531,0,0
A,32,M,5,866.8,565286,0,509918,0,0
C,57,F,8,871.3,454133,0,375052,0,0
B,68,M,5,273.2,532016,0,502688,0,0
D,20,M,20,861.2,602708,0,510042,0,0
D,35,F,6,492.2,697494,0,672637,0,0
B,41,F,15,836.4,373752,0,306584,0,0
D,63,F,20,199.7,329601,0,285310,0,0
B,50,M,14,509.5,387100,0,335062,0,0
C,33,M,14,938.6,587240,0,537564,0,0
A,30,M,18,44.6,555842,0,466694,0,0
A,52,M,9,692.7,337574,0,319414,0,0
A,29,F,8,849.3,643415,0,590260,0,0
A,25,F,13,418.4,688444,0,645161,0,0
B,30,F,12,106.1,407690,0,347838,0,0
B,46,M,19,253.6,416329,0,336737,0,0
C,36,M,5,260.0,535003,0,502892,0,0
A,58,F,6,666.5,478181,0,462212,0,0
B,57,F,12,709.1,330723,0,293326,0,0
B,45,F,14,358.9,637676,0,548672,0,0
A,30,F,5,870.2,437436,0,413688,0,0
D,51,M,16,638.8,420993,0,400854,0,0
C,20,M,18,14.1,478684,0,413870,0,0
B,51,M,15,994.5,615428,0,532081,0,0
D,49,M,18,965.0,436873,0,340462,0,0
D,69,F,10,346.8,331875,0,304471,0,0
A,33,M,12,424.6,552445,0,467565,0,0
D,19,M,14,798.3,599462,0,538051,0,0
A,50,F,9,663.9,522011,0,498687,0,0
A,63,F,8,504.3,667012,0,588998,0,0
B,18,F,12,826.8,407403,0,312563,0,0
C,70,M,11,379.1,531912,0,468611,0,0
D,30,F,16,164.5,479529,0,403080,0,0
D,57,F,9,19.2,439948,0,361898,0,0
A,52,F,16,659.4,554477,0,455020,0,0
B,70,M,20,53.2,699518,0,677886,0,0
D,18,M,12,844.9,552040,0,485679,0,0
A,70,M,19,430.3,431851,0,389232,0,0
A,19,F,10,873.6,465741,0,371976,0,0
B,23,M,16,638.3,312245,0,296353,0,0
D,44,M,17,941.0,441675,0,371468,0,0
A,53,M,20,419.2,529960,0,514817,0,0
A,61,F,18,209.1,315040,0,255850,0,0
D,30,M,17,884.6,329027,0,279823,0,0
A,46,M,20,852.7,557668,0,500454,0,0
C,42,F,7,219.6,653430,0,637557,0,0
C,20,F,18,774.8,483029,0,419388,0,0
A,19,F,11,131.7,661493,0,583332,0,0
A,47,M,13,74.1,677675,0,594189,0,0
A,57,M,17,332.6,456196,0,424811,0,0
A,56,F,20,163.6,389888,0,327996,0,0
D,44,F,8,383.7,547796,0,460708,0,0
B,58,F,6,990.3,315363,0,271441,0,0
C,28,M,14,799.7,499177,0,479823,0,0
D,44,M,14,721.3,489842,0,395268,0,0
B,41,F,18,947.5,476745,0,430869,0,0
B,51,M,5,420.5,447705,0,368195,0,0
A,22,M,5,63.2,453446,0,411474,0,0
A,43,M,13,91.0,548828,0,528588,0,0
B,41,F,18,111.3,696599,0,626428,0,0
A,62,M,13,855.0,532799,0,487744,0,0
B,39,M,8,882.1,511734,0,447477,0,0
B,64,M,12,174.2,508398,0,446697,0,0
D,65,M,17,193.7,328902,0,274376,0,0
A,22,F,15,146.0,496807,0,452426,0,0
B,19,M,8,339.8,312227,0,266801,0,0
C,50,M,15,556.4,346645,0,307648,0,0
C,36,F,5,109.8,327544,0,312245,0,0
C,54,M,18,53.2,301025,0,275625,0,0
A,46,M,15,531.7,561207,0,539420,0,0
B,39,F,19,101.4,532874,0,505545,0,0
B,34,M,11,651.9,644505,0,585409,0,0
B,21,M,15,53.5,659127,0,582531,0,0
B,42,F,12,643.1,586756,0,522938,0,0
B,69,M,9,894.3,418953,0,394329,0,0
D,28,M,11,990.3,575799,0,546991,0,0
B,50,F,12,74.5,639961,0,563479,0,0
B,32,M,15,667.8,316131,0,238650,0,0
D,42,F,9,201.3,621082,0,592987,0,0
A,68,F,11,234.7,571231,0,551256,0,0
A,31,M,14,436.1,647491,0,604198,0,0
A,65,M,5,946.6,622098,0,561338,0,0
C,40,F,9,830.9,425414,0,366515,0,0
A,30,F,20,726.7,577789,0,563800,0,0
C,26,M,10,583.7,440312,0,411359,0,0
D,23,F,15,780.1,504661,0,445626,0,0
B,26,F,19,652.5,577104,0,565835,0,0
B,24,M,19,625.3,329010,0,230573,0,0
D,60,F,13,180.3,324340,0,312763,0,0
A,24,M,6,260.0,353645,0,269193,0,0
D,46,M,9,870.1,481795,0,407410,0,0
A,66,M,14,262.9,329966,0,249086,0,0
A,25,M,8,224.0,644104,0,576469,0,0
D,61,M,11,265.9,420725,0,328577,0,0
D,63,F,19,165.2,573097,0,503605,0,0
C,33,M,17,749.9,307917,0,237770,0,0
D,47,M,17,286.5,578393,0,542852,0,0
D,64,M,15,237.0,537971,0,475799,0,0
D,49,F,13,675.8,609013,0,545537,0,0
B,52,M,19,91.5,333310,0,282202,0,0
A,56,M,12,203.2,561002,0,533005,0,0
A,63,F,13,815.2,489880,0,419869,0,0
C,59,F,10,186.7,593641,0,497931,0,0
C,60,F,20,13.4,345017,0,300874,0,0
D,44,M,9,816.8,310919,0,223979,0,0
B,29,M,15,981.6,415276,0,329857,0,0
C,64,F,15,741.4,436883,0,368566,0,0
B,27,F,7,622.4,365630,0,324131,0,0
A,22,F,10,136.6,305691,0,228032,0,0
C,38,M,9,708.5,333213,0,317792,0,0
A,40,M,20,355.3,574568,0,546629,0,0
B,32,F,18,136.5,696185,0,596284,0,0
A,31,M,14,278.9,304758,0,270603,0,0
A,50,F,9,371.9,616111,0,584564,0,0
C,37,F,6,568.1,547665,0,498949,0,0
B,51,F,10,416.1,669090,0,587721,0,0
C,52,F,18,820.8,301255,0,284337,0,0
A,41,F,7,133.0,379365,0,308828,0,0
C,30,M,5,220.8,487424,0,398454,0,0
D,52,M,7,19.3,636747,0,606711,0,0
A,22,M,6,603.1,529478,0,446858,0,0
C,66,M,12,327.9,594531,0,501914,0,0
B,37,M,18,513.0,677871,0,641058,0,0
C,63,M,17,936.6,575823,0,500352,0,0
C,51,F,18,993.8,521625,0,421710,0,0
B,40,F,20,728.2,368446,0,316671,0,0
D,66,M,6,985.6,532781,0,448630,0,0
D,60,M,12,976.0,662554,0,569579,0,0
A,23,M,5,296.1,569314,0,485955,0,0
A,46,F,5,407.7,571799,0,532410,0,0
D,55,M,7,442.0,678774,0,606545,0,0
A,23,F,12,788.2,457939,0,439330,0,0
A,50,M,10,643.9,449558,0,409656,0,0
C,55,M,12,711.5,392958,0,300635,0,0
C,36,M,10,970.3,697405,0,653725,0,0
A,36,M,7,989.9,358504,0,280863,0,0
A,53,F,8,577.3,455533,0,417049,0,0
B,20,F,20,35.6,558711,0,519281,0,0
B,52,F,20,101.6,661448,0,569732,0,0
C,25,F,16,666.0,445834,0,380087,0,0
D,27,F,20,630.7,687378,0,616239,0,0
A,59,F,18,355.4,329715,0,244274,0,0
D,46,M,7,17.1,358672,0,316955,0,0
A,58,M,14,540.4,666085,0,603964,0,0
A,35,M,20,785.2,432244,0,388997,0,0
C,19,F,17,639.5,671557,0,576693,0,0
C,30,F,11,263.9,429803,0,398800,0,0
A,44,M,11,117.8,629991,0,608202,0,0
B,53,M,18,393.8,476392,0,405069,0,0
A,27,F,9,710.6,572345,0,556696,0,0
D,19,F,19,492.0,651833,0,620020,0,0
B,28,M,14,660.7,361215,0,320530,0,0
C,41,M,20,95.2,578499,0,482967,0,0
D,56,M,9,232.7,535946,0,487373,0,0
A,49,M,12,848.6,667447,0,569917,0,0
D,24,F,19,944.6,561696,0,467312,0,0
